20,-0.01,-0.0025
40,-0.02,-0.005
60,-0.02,-0.00625
80,0.0,-0.00625
100,0.0,-0.00625
120,-0.01,-0.01125
140,-0.02,-0.01625
160,-0.02,-0.01625
180,-0.09,-0.051250000000000004
200,-0.15,-0.08125
220,-0.32,-0.16625
240,-0.63,-0.32125
260,-0.95,-0.48124999999999996
280,-0.59,-0.30124999999999996
300,-0.4,-0.20625000000000002
320,-0.17,-0.09125000000000001
340,0.13,0.05875
360,-0.46,-0.23625000000000002
380,0.35,0.16874999999999998
400,-0.65,-0.33125
420,-0.05,-0.03125
440,-0.55,-0.28125
460,-0.84,-0.42624999999999996
480,-0.52,-0.26625
500,0.45,0.21875
520,-0.16,-0.08625000000000001
540,0.67,0.32875000000000004
560,0.6,0.29375
580,0.52,0.25375000000000003
600,0.35,0.16874999999999998
620,0.1,0.04375
640,0.0,-0.00625
660,0.0,-0.00625
680,0.0,-0.00625
700,0.0,-0.00625
720,0.0,-0.00625
740,0.0,-0.00625
760,0.0,-0.00625
780,0.0,-0.00625
800,0.0,-0.00625
820,0.0,-0.00625
840,0.0,-0.00625
860,0.0,-0.00625
880,0.0,-0.00625
900,0.0,-0.00625
920,0.0,-0.00625
940,0.0,-0.00625
960,0.0,-0.00625
