20,-0.01,-0.0003999999999999998
40,-0.02,-0.0005599999999999997
60,-0.02,-0.0005919999999999998
80,0.0,-0.0005919999999999998
100,0.0,-0.0005919999999999998
120,-0.01,-0.008592
140,-0.02,-0.016592000000000003
160,-0.02,-0.016592000000000003
180,-0.09,-0.07259199999999999
200,-0.15,-0.12059199999999999
220,-0.32,-0.256592
240,-0.63,-0.504592
260,-0.95,-0.760592
280,-0.59,-0.47259199999999996
300,-0.4,-0.32059200000000004
320,-0.17,-0.13659200000000002
340,0.13,0.10340800000000001
360,-0.46,-0.36859200000000003
380,0.35,0.279408
400,-0.65,-0.520592
420,-0.05,-0.040592
440,-0.55,-0.44059200000000004
460,-0.84,-0.6725920000000001
480,-0.52,-0.416592
500,0.45,0.35940800000000006
520,-0.16,-0.128592
540,0.67,0.535408
560,0.6,0.479408
580,0.52,0.41540800000000005
600,0.35,0.279408
620,0.1,0.07940800000000002
640,0.0,-0.0005919999999999998
660,0.0,-0.0005919999999999998
680,0.0,-0.0005919999999999998
700,0.0,-0.0005919999999999998
720,0.0,-0.0005919999999999998
740,0.0,-0.0005919999999999998
760,0.0,-0.0005919999999999998
780,0.0,-0.0005919999999999998
800,0.0,-0.0005919999999999998
820,0.0,-0.0005919999999999998
840,0.0,-0.0005919999999999998
860,0.0,-0.0005919999999999998
880,0.0,-0.0005919999999999998
900,0.0,-0.0005919999999999998
920,0.0,-0.0005919999999999998
940,0.0,-0.0005919999999999998
960,0.0,-0.0005919999999999998
